"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon"
"1","29c5193eb0e4e364b7127ff7590e8eb751d24740","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus clarkii"
"2","23bf5f5d24f589cba120a8635ee13e9817d90a52","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"3","7ed525639c40b9418b4743e59f833fa5b3bdf355","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"4","08138115cd3348ae7df3386366b72d3f2c9c799f","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"5","f00a9a74f043fbe6fc27d3e155a6e44ecf3c0f11","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"6","18e037be8d4b3d7ff078a6a7f93a36824a74af4c","family","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae",NA,NA,"Leuciscidae"
"7","be471fc50919fc3fef3fd721b6dabc9ccd707821","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"8","dc78ea7000749cdaa33f9199c52df6f0f90be099","family","Metazoa","Chordata","Aves","Passeriformes","Turdidae",NA,NA,"Turdidae"
"9","be1bd85cbedd796b3b70618ed8248f5c66768c49","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","Oncorhynchus kisutch"
"10","7cbe946625f416ad59615f0ddca7884268f33de2","order","Metazoa","Chordata","Aves","Passeriformes",NA,NA,NA,"Passeriformes"
"11","6f74ea5d6a7d9a8f2d3fc543c6652a3c85e75e3d","order","Metazoa","Chordata","Mammalia","Diprotodontia",NA,NA,NA,"Diprotodontia"
"12","a7517d5f93621c76c69106131eab915faa19f6b4","genus","Metazoa","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Epeorus",NA,"Epeorus"
"13","75e73e13ea568bb911b99e63cc8a634d76007bff","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","Perca flavescens"
"14","4b6b740f9b6d0ae003c5b1ee2bb36f4a9766dd3b","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"15","f2cd49b8de739c1d861686981591382353ee740c","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","Perca flavescens"
"16","fe72cd5c92fc95d33982bc5916c5d015404e2977","species","Metazoa","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","Lepomis gibbosus","Lepomis gibbosus"
"17","b691daf5f3e55296cbb67deae952dd7956d05afd","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"18","612b5c4dd09654241a7d4507f9440c98bf19cee7","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"19","64acd71396ce9fd7a044de196d7f1e36a58c8f32","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"20","406fa60aca9050eb5a745a0151f0b0d8f8f925d3","family","Metazoa","Chordata","Hyperoartia","Petromyzontiformes","Petromyzontidae",NA,NA,"Petromyzontidae"
"21","c5096108c306c4feda0e54dde259d212245b2d5a","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"22","00ee5a56c8d1170d97064d14e3c21996fa86eb6d","species","Metazoa","Chordata","Mammalia","Rodentia","Castoridae","Castor","Castor fiber","Castor fiber"
"23","63a7d0273f9bdd41fc062c411d5c529730a67ff1","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"Sciuridae"
"24","6bb82dc3ab69db941b42e0021db20651357c3dc0","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"25","9cd29cad00fb199120f2c8821f31312fbfa2648a","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"26","239223568792b608bf5f9df63bdfabcb2abd1c87","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","Oncorhynchus kisutch"
"27","c8bf72e849315de1601919eb767cd800400519d3","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"28","95cac0e8257d19eb84caf4471d055d1afc771f1e","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus clarkii"
"29","d9b3c39469c83a3e67e3a86fa99be0e62b85b972","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"30","3886cf40bd5d926aea99521dfb48d0899a0acc68","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"31","2888591f23daf76ef3ae53a7d4bd6ffe13361bb8","family","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae",NA,NA,"Cricetidae"
"32","8cef7b027e960afaa1b27b3dae54739f50c9639a","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"33","58643530496eca6b931079367249e3df0a65e8f9","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"34","331197539e343315d2525e182d3931a1f7212fc7","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"35","5d1e702598dc91bd90ca55194435686a3fbf3e39","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"36","39486bfd14b51a2baca5d6099bda03dd0fffbd36","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"37","df6094e740d8557982fa8d975139cdb6bc169069","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"38","9c1468d368f0c06c094a6215b19699ac8db374f2","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"39","78ea056239343a0cf4431089cf1b957878ac7bd3","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"40","b3c383966f3e35b437b2743e87d050190f41f3cf","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"41","f7e7a2b38d106cbf2fc8ee34e330d7dffbf979f2","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"42","085355fc5c0c6548d44ada4ce08b8c4ed81419bb","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"43","23afb36c3803cc55fb121a5aef491d2ba844c355","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"44","4890148befb34627e4368bdb3d272c33d4a1f291","family","Metazoa","Chordata","Hyperoartia","Petromyzontiformes","Petromyzontidae",NA,NA,"Petromyzontidae"
"45","bddd2be4e3c6573e8fa6019f9690abe7555346cc","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"46","2a326229022eeee799e502054f59f151b74e6b46","family","Metazoa","Chordata","Hyperoartia","Petromyzontiformes","Petromyzontidae",NA,NA,"Petromyzontidae"
"47","aba2b1fcafdaf04f6fe3aea6c4d9e018b95e6c5c","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"48","c161735732d10ef81323d9b5812491897d2eb5ab","genus","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","Microtus",NA,"Microtus"
"49","b53e3d193756f1b45b2441bdd0aa7cbb57222c42","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"50","62d19a0eb53d4e379f15622559c8e9909ebb7ce4","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"51","f5b5aded2ca74ffb7f6b02448ffa90a36de662df","genus","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus",NA,"Peromyscus"
"52","25e8531396b00cb9cdd8c87db81331ec1a0ee28e","species","Metazoa","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","Lepomis gibbosus","Lepomis gibbosus"
"53","e412888b285744162ca1c49feccb3b77eb959f99","genus","Metazoa","Chordata","Aves","Passeriformes","Turdidae","Turdus",NA,"Turdus"
"54","5f1f258afe8e237dc2be55039b7ffbb509c06e9e","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"55","2be6db4b2082bd78870fc08458896696e4e0309f","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"56","60329bd4237ca594c21488f3c11a567bcef9553f","genus","Metazoa","Chordata","Actinopteri","Siluriformes","Ictaluridae","Ameiurus",NA,"Ameiurus"
"57","a2f461203157f317123b649ebb5eeb602281be3c","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"58","656b26d9d6b9520917b0b01eb9591ded899b18b2","genus","Metazoa","Chordata","Aves","Passeriformes","Turdidae","Turdus",NA,"Turdus"
"59","e2b90ad75805bdd7c9cb579723dd35dc425121ce","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"60","a1c59e2d2341c8b2bd96a7b3fc0ccf9378ca72dd","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus clarkii"
"61","7d7863e5a16a7142e541d9801c655d94bd71dbd4","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"62","fcc0cb8becf1f04f3138f5ae21363fc2d20e7588","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"63","1e6945fc9530d27431daf984acf48edf3c0b51fc","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"64","63fde712a2a231afa5419264d1122516fb924af9","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"65","fdb3b7244fab4d159765916f2da8e055a0914567","genus","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",NA,"Oncorhynchus"
"66","32b724badf559c4937ac462ca19137d71da9a2d0","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"67","8d433e81168eee15b6d396055474ef0d71dcec74","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus clarkii"
"68","96a41542ada1cc55d3d1b24d01af3c73a716b1fb","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"69","d84391b013a0c0b0f0e588766fb6a2f47f8bc81c","family","Metazoa","Chordata","Aves","Passeriformes","Turdidae",NA,NA,"Turdidae"
"70","a65bd1b11f823e6003373f0b917f7b8a74b574db","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus clarkii"
"71","0157caebf0397f2e2ec6a0d768f081a53885d54f","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"72","b221afd833a7452f3d4b3b7a69b2fb02d1a75573","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"73","02a9628a1a341487a66e090de51d3ef2dcb8e9ef","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"74","841e2266cf7339f0f87dc2dde8469459ce6a7fd9","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"75","95d2f7119a38bd3006cc2f4afa9fcbcf4f2504c7","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"Sciuridae"
"76","f5eff4f6cfa27ce87100f93e7674f050a7e2fdbd","family","Metazoa","Chordata","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae"
"77","c6061f2f9df9d36969b065a8bdcbef400527917c","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"78","e8a3a3af865b67f1a1b6f91d5a51e56cb4165f55","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"79","ea85513d43bb12b9005ea00fd58e70d93c928d68","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","Perca flavescens"
"80","4b0299a1d708f8e88b709f65b0a670d0337f38fa","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","Oncorhynchus kisutch"
"81","1601f9b4bc930fbd34941d0d6bcf2a5b1577e217","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","Perca flavescens"
"82","100b9902e7d87b18e3da840dae97330ad105c412","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","Oncorhynchus kisutch"
"83","45021e9e89c53ef5f48f72634214c0b7fe16faf7","genus","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Anas",NA,"Anas"
"84","f3d137838e0c178eec7cf0abf3f502fe7ebd86d1","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"85","1bdef3d273b53516a362ab9f88c0a77177ef9aae","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","Oncorhynchus kisutch"
"86","824f37c47b0a84bbd4fd5301c486eb67f574dd82","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"87","9795b0b48b4ec86da7449af888e6266d788c0f17","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"88","a820f46079cee471a98a4d886b3e769808e0036c","genus","Metazoa","Chordata","Amphibia","Anura","Ranidae","Lithobates",NA,"Lithobates"
"89","45f95796be7b451d486a630dcf0f5055b4faa59d","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"90","6c9de38a8e4c0b3c2e00b1453f7804577f24db57","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"91","e724a6eefedbe79bfa081ee86eb48d4cef6f7694","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas"
"92","a338516d2220dccc861b552f685279b8f7361b21","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus clarkii"
"93","65b0e8dc29135f440e689c5c2acf905a6976c797","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"94","e3aa68c761445abb06a75afb793f79fc2f4c4eff","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"95","2435eb1079be3ac735d5301e934ec881cf409ceb","family","Metazoa","Chordata","Aves","Passeriformes","Paridae",NA,NA,"Paridae"
"96","0935be90d4510802088dd28706d5d4e18df2a23e","genus","Metazoa","Chordata","Actinopteri","Siluriformes","Ictaluridae","Ameiurus",NA,"Ameiurus"
"97","3e06b62ad705008a2555c7ad0b8332236b108c7d","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus clarkii"
"98","4c562c7a275414a00788a05c97abe672981ffcea","family","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae",NA,NA,"Cricetidae"
"99","f09834c7bc375ec264822546022b8a464942b771","genus","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Anas",NA,"Anas"
"100","fb36913dbddae32c922f1316a062aae7ac65a132","order","Metazoa","Chordata","Mammalia","Diprotodontia",NA,NA,NA,"Diprotodontia"
"101","c71cd4b90565fc28c29d32031efd237f4d649c77","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"102","81111a53c2ff86222e6d7ea52b33f4a7245b10b0","family","Metazoa","Chordata","Aves","Passeriformes","Passerellidae",NA,NA,"Passerellidae"
"103","aa4c2243bea634574e270f36c7a2ec7a88ab53c4","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae"
"104","02f905689af6685ddc48a66e153a3a29a221b2b4","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens"
"105","8e8a9359f1bdc6f859392c8def4c0782b652d9fe","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","Oncorhynchus kisutch"
"106","ef1908ecd9607712442df79b8238f2a806e29ceb","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss"
"107","ad8f3e6aebd76a43e867a6a33ef4f2c045415701","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","Perca flavescens"
"108","e3326d78fc42729ea464440aa62ec3ce02bd2829","species","Metazoa","Chordata","Mammalia","Rodentia","Castoridae","Castor","Castor canadensis","Castor canadensis"
"109","23cb87aa84a890ee8ba8c9ad585ab5c0986913a8","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus clarkii"
"110","4d529756d23c17365f145ba039a0c13539569a05","genus","Metazoa","Chordata","Amphibia","Anura","Ranidae","Lithobates",NA,"Lithobates"
"111","358d0def35bc8bcf2711011fb63f7fc511496cc5","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"Sciuridae"
"112","ff4801cf8e239264ca3be33787ee27bd9cc5e3bb","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"113","8d4bbc6ce4b6ec02b439fdf354147ee4b4399269","family","Metazoa","Chordata","Aves","Anseriformes","Anatidae",NA,NA,"Anatidae"
"114","30742d31b3cc7a387b96133d0998ecee07c83597","species","Metazoa","Chordata","Mammalia","Rodentia","Castoridae","Castor","Castor canadensis","Castor canadensis"
"115","d09b717f7fba6c208f6f38981e63f6a204ce212a","species","Metazoa","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens","Perca flavescens"
"116","907f65c2424123b2b21da16ee51fef9a2d569532","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"117","9a33de19684dd94fef15cc285fa6e9a6a7284e64","genus","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex",NA,"Sorex"
"118","05cf7e115715d6b4bfa6b8f190c741a9aad0b1fd","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens"
